tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType,tax,Unnamed: 12,fees_paid,trade_value,profit_loss,cumulative_profit_loss
2024-11-16 00:03:39,673770c31d47600007587867,PNUT-USDT,buy,2.1643,1.64,3.549452,0.003549452,maker,USDT,limit,0,,0.003549452,3.553001452,0.0,-0.4006319999999982
2024-11-16 00:03:33,673770d057d33600075d8a53,PNUT-USDT,sell,2.1948,1.62,3.555576,0.003555576,maker,USDT,limit,0,,0.003555576,3.559131576,0.05001999999999995,-0.35061199999999826
2024-11-16 00:03:27,673770cf858fce0007c79045,PNUT-USDT,buy,2.1947,0.16,0.351152,0.000351152,taker,USDT,market,0,,0.000351152,0.35150315200000004,1.599999999996271e-05,-0.3505959999999983
2024-11-16 00:03:27,673770cf858fce0007c79045,PNUT-USDT,buy,2.1938,2.87,6.296206,0.006296206,taker,USDT,market,0,,0.006296206,6.302502206,0.0,-0.3505959999999983
2024-11-16 00:03:14,673770acd181be000752a697,PNUT-USDT,sell,2.1682,1.67,3.620894,0.003620894,maker,USDT,limit,0,,0.003620894,3.624514894,-0.07347199999999955,-0.42406799999999784
2024-11-16 00:02:55,673770ad429d8b00071e4dd6,PNUT-USDT,sell,2.124,3.03,6.43572,0.00643572,maker,USDT,limit,0,,0.00643572,6.44215572,0.0,-0.42406799999999784
2024-11-16 00:02:51,673770ab1d47600007579292,PNUT-USDT,buy,2.1257,1.67,3.549919,0.003549919,taker,USDT,limit,0,,0.003549919,3.553468919,-0.002839000000000058,-0.42690699999999787
2024-11-16 00:02:50,673770aaadc2120007b74702,PNUT-USDT,sell,2.1129,1.68,3.549672,0.003549672,maker,USDT,limit,0,,0.003549672,3.5532216720000003,-0.02137600000000061,-0.4482829999999985
2024-11-16 00:02:45,673770a5ae43c40007751b1e,PNUT-USDT,buy,2.1295,1.72,3.66274,0.00366274,taker,USDT,market,0,,0.00366274,3.66640274,-0.028552000000000674,-0.4768349999999992
2024-11-16 00:02:44,673770a44bcca6000701224a,PNUT-USDT,buy,2.1299,1.66,3.535634,0.003535634,taker,USDT,market,0,,0.003535634,3.539169634,0.0,-0.4768349999999992
2024-11-16 00:02:20,67377089cf1a870007a657d6,PNUT-USDT,sell,2.1075,1.72,3.6249,0.0036249,maker,USDT,limit,0,,0.0036249,3.6285249,-0.03718400000000033,-0.5140189999999996
2024-11-16 00:02:16,67377088cf1a870007a650fe,PNUT-USDT,buy,2.0683,1.56,3.226548,0.003226548,maker,USDT,limit,0,,0.003226548,3.2297745480000004,0.06115200000000019,-0.45286699999999935
2024-11-16 00:02:16,67377088cf1a870007a650fe,PNUT-USDT,buy,2.0683,1.55,3.205865,0.003205865,maker,USDT,limit,0,,0.003205865,3.209070865,0.0,-0.45286699999999935
2024-11-16 00:02:16,673770884bcca6000700355b,PNUT-USDT,sell,2.0638,3.12,6.439056,0.006439056,taker,USDT,limit,0,,0.006439056,6.4454950559999995,-0.006974999999999576,-0.4598419999999989
2024-11-16 00:02:15,67377087d181be0007515de5,PNUT-USDT,buy,2.0662,1.72,3.553864,0.003553864,maker,USDT,limit,0,,0.003553864,3.557417864,-0.004127999999999545,-0.46396999999999844
2024-11-16 00:02:13,6737708554d62a0007b3f3c5,PNUT-USDT,sell,2.0592,1.72,3.541824,0.003541824,maker,USDT,limit,0,,0.003541824,3.545365824,-0.012039999999999438,-0.4760099999999979
2024-11-16 00:02:12,67377074c95c310007e8c2cc,PNUT-USDT,buy,2.0545,1.69,3.472105,0.003472105,maker,USDT,limit,0,,0.003472105,3.475577105,0.00794300000000025,-0.4680669999999976
2024-11-16 00:02:11,673770833cda65000735b14b,PNUT-USDT,sell,2.069,1.66,3.43454,0.00343454,taker,USDT,market,0,,0.00343454,3.4379745400000004,0.024504999999999926,-0.4435619999999977
2024-11-16 00:01:55,67377073355a3600074dab16,PNUT-USDT,sell,2.0965,1.69,3.543085,0.003543085,maker,USDT,limit,0,,0.003543085,3.546628085,0.0,-0.4435619999999977
2024-11-16 00:01:54,67377068ae43c400077310f9,PNUT-USDT,buy,2.0996,1.66,3.485336,0.003485336,maker,USDT,limit,0,,0.003485336,3.488821336,-0.005146000000000539,-0.4487079999999982
2024-11-16 00:01:43,673770663cda65000734c532,PNUT-USDT,sell,2.1425,1.66,3.55655,0.00355655,maker,USDT,limit,0,,0.00355655,3.56010655,0.07121399999999989,-0.37749399999999833
2024-11-16 00:01:41,673770652ab0100007932309,PNUT-USDT,buy,2.1319,1.66,3.538954,0.003538954,maker,USDT,limit,0,,0.003538954,3.542492954,0.01759600000000027,-0.35989799999999805
2024-11-16 00:01:41,6737706508e10c000713302f,PNUT-USDT,buy,2.1394,3.12,6.674928,0.006674928,taker,USDT,market,0,,0.006674928,6.681602928,0.0,-0.35989799999999805
2024-11-16 00:01:40,6737705654d62a0007b28bde,PNUT-USDT,sell,2.1193,1.71,3.624003,0.003624003,maker,USDT,limit,0,,0.003624003,3.627627003,-0.06271200000000071,-0.42260999999999876
2024-11-16 00:01:25,673770554bcca60007feac11,PNUT-USDT,buy,2.0778,1.71,3.553038,0.003553038,maker,USDT,limit,0,,0.003553038,3.556591038,0.07096500000000015,-0.3516449999999986
2024-11-16 00:01:24,6737704757d3360007591127,PNUT-USDT,sell,2.0774,3.16,6.564584,0.006564584,maker,USDT,limit,0,,0.006564584,6.571148584,-0.0006839999999999247,-0.3523289999999985
2024-11-16 00:01:24,67377054d181be00074fd653,PNUT-USDT,sell,2.0766,1.71,3.550986,0.003550986,maker,USDT,limit,0,,0.003550986,3.554536986,0.0,-0.3523289999999985
2024-11-16 00:01:19,6737704f429d8b00071b4ad1,PNUT-USDT,buy,2.0625,1.78,3.67125,0.00367125,taker,USDT,market,0,,0.00367125,3.67492125,0.025098000000000002,-0.3272309999999985
2024-11-16 00:01:19,6737704fadc2120007b45aa1,PNUT-USDT,sell,2.0605,3.12,6.42876,0.00642876,maker,USDT,limit,0,,0.00642876,6.43518876,-0.003559999999999608,-0.3307909999999981
2024-11-16 00:01:18,6737704eae43c40007725f0f,PNUT-USDT,buy,2.0503,1.71,3.506013,0.003506013,taker,USDT,market,0,,0.003506013,3.509519013,0.017442000000000357,-0.31334899999999777
2024-11-16 00:01:10,67377046ab0f0a0007798915,PNUT-USDT,buy,2.0367,3.16,6.435972,0.006435972,maker,USDT,limit,0,,0.006435972,6.442407972,0.0,-0.31334899999999777
2024-11-16 00:01:10,673770432ab0100007923a0c,PNUT-USDT,sell,2.0388,1.77,3.608676,0.003608676,maker,USDT,limit,0,,0.003608676,3.612284676,0.006635999999999971,-0.3067129999999978
2024-11-16 00:01:07,67377042adc2120007b40455,PNUT-USDT,buy,1.9989,1.77,3.538053,0.003538053,maker,USDT,limit,0,,0.003538053,3.5415910530000003,0.07062300000000048,-0.2360899999999973
2024-11-16 00:01:06,67377041adc2120007b3fe9d,PNUT-USDT,sell,2.0094,3.2,6.43008,0.00643008,maker,USDT,limit,0,,0.00643008,6.436510080000001,0.018584999999999918,-0.2175049999999974
2024-11-16 00:00:44,6737702c858fce0007c251b2,PNUT-USDT,buy,1.997,0.03,0.05991,5.991e-05,taker,USDT,market,0,,5.991e-05,0.05996991,0.00037199999999999235,-0.2171329999999974
2024-11-16 00:00:43,67377028ab0f0a000778ac2f,PNUT-USDT,sell,1.9919,1.78,3.545582,0.003545582,maker,USDT,limit,0,,0.003545582,3.549127582,-0.00015300000000000312,-0.21728599999999743
2024-11-16 00:00:38,67377026cf1a870007a36bf1,PNUT-USDT,buy,1.9864,0.56,1.112384,0.001112384,taker,USDT,market,0,,0.001112384,1.113496384,0.003080000000000034,-0.2142059999999974
2024-11-16 00:00:35,67377023392ff700079ace61,PNUT-USDT,buy,1.988,0.77,1.53076,0.00153076,taker,USDT,market,0,,0.00153076,1.53229076,0.0,-0.2142059999999974
2024-11-16 00:00:35,6737702357d3360007580735,PNUT-USDT,buy,1.988,0.61,1.21268,0.00121268,taker,USDT,market,0,,0.00121268,1.21389268,0.0,-0.2142059999999974
2024-11-16 00:00:35,6737702357d3360007580735,PNUT-USDT,buy,1.9864,1.24,2.463136,0.002463136,taker,USDT,market,0,,0.002463136,2.465599136,0.0,-0.2142059999999974
2024-11-16 00:00:35,67377023d181be00074e6d5f,PNUT-USDT,buy,1.9846,0.55,1.09153,0.00109153,taker,USDT,market,0,,0.00109153,1.09262153,0.0,-0.2142059999999974
2024-11-16 00:00:35,67377023d181be00074e6d5f,PNUT-USDT,buy,1.9845,1.23,2.440935,0.002440935,taker,USDT,market,0,,0.002440935,2.443375935,0.0,-0.2142059999999974
2024-11-16 00:00:08,6737700857d3360007573a66,PNUT-USDT,sell,1.9179,1.85,3.548115,0.003548115,maker,USDT,limit,0,,0.003548115,3.551663115,-0.08191799999999999,-0.2961239999999974
